image_id,label
patch-4050-2900-4100-2950-#map_101168708.png#.png,1
patch-2600-1000-2650-1050-#map_101168618.png#.png,1
patch-2950-1300-3000-1350-#map_101168618.png#.png,1
patch-2150-2900-2200-2950-#map_101168618.png#.png,1
patch-650-1650-700-1700-#map_101168609.png#.png,1
patch-1000-2150-1050-2200-#map_101168609.png#.png,1
patch-2400-300-2450-350-#map_101168708.png#.png,1
patch-1300-2500-1350-2550-#map_101168618.png#.png,1
patch-1750-3450-1800-3500-#map_101168618.png#.png,1
patch-4700-250-4750-300-#map_101168618.png#.png,1
patch-4150-650-4200-700-#map_101168609.png#.png,1
patch-1600-1800-1650-1850-#map_101168708.png#.png,1
patch-4650-3250-4700-3300-#map_101168618.png#.png,1
patch-4600-2750-4650-2800-#map_101168708.png#.png,1
patch-2250-1750-2300-1800-#map_101168708.png#.png,1
patch-650-2400-700-2450-#map_101168702.png#.png,1
patch-4500-2950-4550-3000-#map_101168618.png#.png,1
patch-250-1200-300-1250-#map_101168708.png#.png,1
patch-1350-2050-1400-2100-#map_101168708.png#.png,1
patch-1850-1650-1900-1700-#map_101168702.png#.png,1
patch-1150-1850-1200-1900-#map_101168708.png#.png,1
patch-2400-2550-2450-2600-#map_101168702.png#.png,1
patch-1300-1100-1350-1150-#map_101168708.png#.png,1
patch-3750-2250-3800-2300-#map_101168618.png#.png,1
patch-2600-3050-2650-3100-#map_101168618.png#.png,1
patch-3750-2150-3800-2200-#map_101168618.png#.png,1
patch-2600-2450-2650-2500-#map_101168708.png#.png,1
patch-1750-2950-1800-3000-#map_101168609.png#.png,1
patch-1950-1650-2000-1700-#map_101168609.png#.png,1
patch-1650-1950-1700-2000-#map_101168609.png#.png,1
patch-1300-2950-1350-3000-#map_101168609.png#.png,1
patch-2850-1900-2900-1950-#map_101168609.png#.png,1
patch-3100-450-3150-500-#map_101168708.png#.png,1
patch-4050-2400-4100-2450-#map_101168708.png#.png,1
patch-2750-2900-2800-2950-#map_101168618.png#.png,1
patch-4450-1450-4500-1500-#map_101168708.png#.png,1
patch-1000-900-1050-950-#map_101168708.png#.png,1
patch-850-2650-900-2700-#map_101168702.png#.png,1
patch-4400-850-4450-900-#map_101168708.png#.png,2
patch-650-2550-700-2600-#map_101168609.png#.png,1
patch-1900-2250-1950-2300-#map_101168609.png#.png,1
patch-2450-2600-2500-2650-#map_101168618.png#.png,1
patch-3350-2100-3400-2150-#map_101168609.png#.png,1
patch-750-2300-800-2350-#map_101168702.png#.png,1
patch-3550-700-3600-750-#map_101168702.png#.png,2
patch-2500-3100-2550-3150-#map_101168609.png#.png,2
patch-1150-1400-1200-1450-#map_101168702.png#.png,1
patch-3500-850-3550-900-#map_101168702.png#.png,1
patch-3700-2500-3750-2550-#map_101168702.png#.png,1
patch-2400-300-2450-350-#map_101168702.png#.png,1
patch-2800-2800-2850-2850-#map_101168609.png#.png,2
patch-4400-1750-4450-1800-#map_101168702.png#.png,1
patch-2650-1950-2700-2000-#map_101168702.png#.png,1
patch-3450-1850-3500-1900-#map_101168609.png#.png,1
patch-300-450-350-500-#map_101168708.png#.png,1
patch-1200-1100-1250-1150-#map_101168609.png#.png,1
patch-4000-2500-4050-2550-#map_101168702.png#.png,2
patch-4400-400-4450-450-#map_101168702.png#.png,1
patch-50-450-100-500-#map_101168708.png#.png,2
patch-3450-3150-3500-3200-#map_101168609.png#.png,1
patch-4250-1950-4300-2000-#map_101168609.png#.png,1
patch-2350-2850-2400-2900-#map_101168609.png#.png,2
patch-1350-2000-1400-2050-#map_101168702.png#.png,2
patch-250-550-300-600-#map_101168609.png#.png,1
patch-3150-3200-3200-3250-#map_101168609.png#.png,1
patch-2650-3200-2700-3250-#map_101168609.png#.png,2
patch-1600-350-1650-400-#map_101168702.png#.png,2
patch-650-950-700-1000-#map_101168702.png#.png,1
patch-1400-2000-1450-2050-#map_101168702.png#.png,2
patch-3750-2000-3800-2050-#map_101168702.png#.png,1
patch-700-650-750-700-#map_101168708.png#.png,1
patch-3750-950-3800-1000-#map_101168702.png#.png,1
patch-850-400-900-450-#map_101168708.png#.png,1
patch-3100-550-3150-600-#map_101168702.png#.png,2
patch-3900-3250-3950-3300-#map_101168609.png#.png,2
patch-4150-3200-4200-3250-#map_101168609.png#.png,2
patch-300-3150-350-3200-#map_101168702.png#.png,1
patch-3850-2450-3900-2500-#map_101168609.png#.png,1
patch-650-350-700-400-#map_101168708.png#.png,1
patch-3500-550-3550-600-#map_101168702.png#.png,1
patch-3600-450-3650-500-#map_101168702.png#.png,1
patch-4050-600-4100-650-#map_101168702.png#.png,2
patch-2900-1050-2950-1100-#map_101168702.png#.png,2
patch-3250-300-3300-350-#map_101168702.png#.png,1
patch-2500-3200-2550-3250-#map_101168609.png#.png,1
patch-4000-350-4050-400-#map_101168702.png#.png,1
patch-3600-1750-3650-1800-#map_101168702.png#.png,1
patch-2850-800-2900-850-#map_101168702.png#.png,1
patch-1250-350-1300-400-#map_101168702.png#.png,2
patch-3750-300-3800-350-#map_101168702.png#.png,2
patch-2050-850-2100-900-#map_101168708.png#.png,1
patch-3350-2950-3400-3000-#map_101168609.png#.png,1
patch-1450-2100-1500-2150-#map_101168708.png#.png,2
patch-650-900-700-950-#map_101168702.png#.png,2
patch-3000-2100-3050-2150-#map_101168609.png#.png,1
patch-100-2800-150-2850-#map_101168618.png#.png,1
patch-700-2200-750-2250-#map_101168618.png#.png,1
patch-3750-1150-3800-1200-#map_101168702.png#.png,1
patch-2900-2550-2950-2600-#map_101168609.png#.png,1
patch-200-1200-250-1250-#map_101168702.png#.png,1
patch-4700-2000-4750-2050-#map_101168708.png#.png,1
patch-3700-1000-3750-1050-#map_101168618.png#.png,1
patch-0-1550-50-1600-#map_101168618.png#.png,1
patch-1200-1800-1250-1850-#map_101168702.png#.png,1
patch-1450-1550-1500-1600-#map_101168708.png#.png,1
patch-2900-1350-2950-1400-#map_101168702.png#.png,2
patch-4400-1600-4450-1650-#map_101168702.png#.png,1
patch-2250-2650-2300-2700-#map_101168708.png#.png,1
patch-900-1200-950-1250-#map_101168702.png#.png,1
patch-1800-100-1850-150-#map_101168609.png#.png,1
patch-3750-1300-3800-1350-#map_101168609.png#.png,1
patch-50-500-100-550-#map_101168702.png#.png,1
patch-1050-800-1100-850-#map_101168618.png#.png,1
patch-1150-700-1200-750-#map_101168609.png#.png,1
patch-450-200-500-250-#map_101168618.png#.png,1
patch-2850-1700-2900-1750-#map_101168702.png#.png,1
patch-4050-2800-4100-2850-#map_101168609.png#.png,1
patch-1150-3200-1200-3250-#map_101168609.png#.png,2
patch-2350-3000-2400-3050-#map_101168609.png#.png,2
patch-3650-400-3700-450-#map_101168702.png#.png,2
patch-4700-3000-4750-3050-#map_101168609.png#.png,2
patch-3000-1100-3050-1150-#map_101168702.png#.png,1
patch-4400-250-4450-300-#map_101168609.png#.png,1
patch-950-800-1000-850-#map_101168702.png#.png,2
patch-3700-1800-3750-1850-#map_101168609.png#.png,1
patch-650-1500-700-1550-#map_101168609.png#.png,2
